來源網址,卡號,稀有度,卡片名稱,類型,等級,力量,Trigger,顏色,Cost,Soul,特徵,效果說明
https://yuyu-tei.jp/sell/ws/card/thp/10131,THP/S130-048,C,伝統の幻想ブン屋 文   （デントウノゲンソウブンヤ アヤ）,キャラ,1,3500,0,緑色,0,1,"幻想郷, 妖怪の山","【永】 あなたのターン中、他のあなたのレベル0以下のキャラすべてに、パワーを＋2000。
【自】【CXコンボ】［(1)］ あなたのCX置場に「疾風「風神少女」」が置かれた時、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室のレベル0以下の《幻想郷》のキャラを2枚まで選び、舞台の別々の枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10132,THP/S130-049,C,語られる怪力乱神 勇儀   （カタラレルカイリョクランシン ユウギ）,キャラ,1,4500,0,緑色,0,1,"幻想郷, 旧地獄","【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から3枚を、控え室に置いてよい。
【起】［(1) このカードを控え室に置く］ あなたは自分の控え室の「伊吹萃香」を2枚まで選び、舞台の別々の枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10133,THP/S130-050,C,閉じた恋の瞳 こいし   （トジタコイノヒトミ コイシ）,キャラ,1,4000,1,緑色,1,1,"幻想郷, 地霊殿","【永】 あなたのターン中、あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋5000し、このカードは次の能力を得る。『【永】 このカードのバトル中、相手はイベントと『助太刀』を手札からプレイできない。』
【自】 アンコール ［手札の緑のカードを1枚控え室に置く］ （このカードが舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、このカードがいた枠に【レスト】して置く）"
https://yuyu-tei.jp/sell/ws/card/thp/10134,THP/S130-051,C,小さなスイートポイズン メディスン   （チイサナスイートポイズン メディスン）,キャラ,2,3000,1,緑色,1,1,"幻想郷, 無名の丘","【永】 あなたのターン中、他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋6000。
【自】 このカードがアタックした時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、相手の前列のキャラすべてに、そのターン中、パワーを-2500。（公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10135,THP/S130-052,C,みんなの心の病み さとり   （ミンナノココロノヤミ サトリ）,キャラ,2,5500,1,緑色,1,1,"幻想郷, 地霊殿",【自】 このカードが手札から舞台に置かれた時、あなたは相手の手札をランダムに1枚選んで公開し、思い出にし、次の相手のターンの終わりに、相手はそのカードを手札に戻す。
https://yuyu-tei.jp/sell/ws/card/thp/10136,THP/S130-053,C,秋穣子＆秋静葉   （アキミノリコ＆アキシズハ）,キャラ,2,7500,1,緑色,1,1,"幻想郷, 秋",【自】 このカードが手札から舞台に置かれた時、あなたは自分のキャラを2枚まで選び、そのターン中、次の能力を与える。『【自】 このカードがアタックした時、他のあなたの《幻想郷》のキャラがいて、このカードの正面のキャラのレベルが3以上なら、そのターン中、このカードのパワーを＋4500。』
https://yuyu-tei.jp/sell/ws/card/thp/10137,THP/S130-054,C,熱かい悩む神の火 空   （アツカイナヤムカミノヒ ウツホ）,キャラ,3,8500,1,緑色,2,2,"幻想郷, 地霊殿","【自】 このカードが手札から舞台に置かれた時、あなたは自分の《幻想郷》のキャラを2枚まで選び、そのターン中、パワーを＋1500。
【自】［(2) 手札を1枚控え室に置く］ このカードが手札から舞台に置かれたターン中、このカードがアタックした時、あなたはコストを払ってよい。そうしたら、相手に4ダメージを与える。（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10138,THP/S130-055,U,空白のカード   （クウハクノカード）,イベント,1,,0,緑色,1,,,"【カウンター】 このカードは、あなたの《幻想郷》のキャラが2枚以下なら、手札からプレイできない。このカードは、色条件を満たさずに手札からプレイできる。
［あなたの【スタンド】しているキャラを1枚【レスト】する］ あなたはコストを払ってよい。そうしたら、あなたは自分の手札すべてを、控え室に置き、Ｘ枚引く。Ｘはこの効果で控え室に置かれたカードの枚数＋1に等しい。
あなたは自分のキャラを1枚選び、そのターンの次のターンの終わりまで、次の能力を与える。『【永】 あなたの手札の枚数上限を＋1。』"
https://yuyu-tei.jp/sell/ws/card/thp/10139,THP/S130-056,CR,想起「テリブルスーヴニール」   （ソウキ「テリブルスーヴニール」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10140,THP/S130-057,CR,「サブタレイニアンローズ」   （「サブタレイニアンローズ」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10141,THP/S130-058,CR,疾風「風神少女」   （シップウ「フウジンショウジョ」）,クライマックス,,,2,緑色,,,,【自】 このカードが手札からCX置場に置かれた時、あなたは自分の控え室のレベル1以下のキャラを1枚まで選び、ストック置場に置き、自分のキャラすべてに、そのターン中、ソウルを＋1。
https://yuyu-tei.jp/sell/ws/card/thp/10142,THP/S130-059,RR,紅魔館のメイド 咲夜   （コウマカンノメイド サクヤ）,キャラ,0,1500,0,赤色,0,1,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋1000。
【自】 このカードが舞台から控え室に置かれた時、あなたは自分の山札を上から3枚まで見て、CXを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。手札に加えたなら、あなたは自分の手札を1枚選び、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10143,THP/S130-060,RR,悪魔の妹 フランドール   （アクマノイモウト フランドール）,キャラ,0,1500,0,赤色,0,1,"幻想郷, 紅魔館","【永】 あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋1500。
【自】 あなたのCXフェイズの始めに、次の相手のターンの終わりまで、このカードは次の2つの能力のうちあなたが選んだ1つを得る。『【自】 相手のアタックフェイズの始めに、あなたはこのカードを、前列のキャラのいない枠で、正面に相手のキャラがいる枠に動かしてよい。』『【自】［(1) このカードを控え室に置く］ 他のあなたの《幻想郷》のキャラがフロントアタックされた時、あなたはコストを払ってよい。そうしたら、そのキャラを手札に戻す。』"
https://yuyu-tei.jp/sell/ws/card/thp/10144,THP/S130-061,RR,快晴の巫女 霊夢   （カイセイノミコ レイム）,キャラ,1,3500,0,赤色,0,1,"幻想郷, 博麗神社","【永】 あなたのターン中、あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋4000。
【自】【CXコンボ】 このカードのアタックの終わりに、CX置場に「夢符「封魔陣」」があるなら、あなたは自分の山札の上から1枚を公開し、自分の控え室のレベルＸ以下の《幻想郷》のキャラを1枚まで選び、手札に戻すかストック置場に置き、公開したカードが「少女綺想曲　ー Dream Battle 霊夢」かレベル1以上のカードなら、次の相手のターンの終わりまで、このカードは次の能力を得る。『【自】 このカードがフロントアタックされた時、あなたはこのカードを手札に戻してよい。』Ｘは公開されたカードのレベルに等しい。（CXのレベルは0として扱う。公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10145,THP/S130-062,RR,永遠に紅い幼き月 レミリア   （エイエンニアカイオサナキツキ レミリア）,キャラ,3,10000,1,赤色,2,2,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】【CXコンボ】 このカードがアタックした時、CX置場に「「紅色の幻想郷」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは相手の山札を上から2枚まで見て、カードを2枚まで選び、山札の上に好きな順番で置き、残りのカードを控え室に置き、そのターン中、このカードは次の能力を得る。『【自】［(3) 手札を1枚控え室に置き、あなたのCX置場のCXを1枚控え室に置く］ このカードのアタックの終わりに、あなたはコストを払ってよい。そうしたら、相手に1ダメージを2回与える。』（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10146,THP/S130-063,RR,楽園の素敵な巫女 霊夢   （ラクエンノステキナミコ レイム）,キャラ,3,11000,1,赤色,2,2,"幻想郷, 博麗神社",【自】【CXコンボ】 あなたのアタックフェイズの始めに、CX置場に「「夢想天生」」があり、他のあなたの「少女綺想曲　ー Dream Battle 霊夢」がいて、他のあなたの前列のキャラがいないなら、そのターン中、このカードは次の能力を得る。『【自】［(4) 手札の「楽園の素敵な巫女 霊夢」を1枚控え室に置き、手札を4枚控え室に置く］ このカードのアタックの終わりに、あなたはコストを払ってよい。そうしたら、相手に1ダメージを2回、2ダメージを2回、3ダメージを2回、4ダメージを順番に与える。』（ダメージキャンセルは発生する）
https://yuyu-tei.jp/sell/ws/card/thp/10147,THP/S130-064,R,少女綺想曲　ー Dream Battle 霊夢   （ショウジョキソウキョク　～ Dream Battle レイム）,キャラ,0,2000,0,赤色,0,1,"幻想郷, 博麗神社","【起】【ターン1】［手札の「楽園の素敵な巫女 霊夢」を1枚控え室に置く］ あなたは自分の山札を上から4枚まで見て、《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置き、自分のキャラを1枚選び、そのターン中、パワーを＋1000。
【起】 集中 ［(1) このカードを【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのトリガーアイコンがのCX1枚につき、あなたは自分の山札を上から2枚まで見て、山札の上に好きな順番で置き、自分の控え室の《幻想郷》のキャラを1枚まで選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10148,THP/S130-065,R,亡き王女の為のセプテット レミリア   （ナキオウジョノタメノセプテット レミリア）,キャラ,0,2000,0,赤色,0,1,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から2枚を、控え室に置き、そのターン中、このカードのパワーを＋Ｘ。Ｘはそれらのカードの《幻想郷》のキャラの枚数×1000に等しい。
【自】［他のあなたの舞台のキャラを1枚控え室に置く］ あなたのCXがCX置場に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から4枚まで見て、《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10149,THP/S130-066,R,境界の妖怪 紫   （キョウカイノヨウカイ ユカリ）,キャラ,2,2500,1,赤色,1,1,"幻想郷, 境界","【永】 応援 このカードの前のあなたのキャラすべてに、パワーを＋Ｘ。Ｘはそのキャラのレベル×500に等しい。
【起】［他のあなたの舞台の《幻想郷》のキャラを1枚控え室に置き、このカードを【レスト】する］ あなたは1枚引く。"
https://yuyu-tei.jp/sell/ws/card/thp/10150,THP/S130-067,R,宵闇の妖怪 ルーミア   （ヨイヤミノヨウカイ ルーミア）,キャラ,2,5000,1,赤色,1,1,"幻想郷, 闇","【永】 このカードは、色条件を満たさずに手札からプレイできる。
【自】［(2)］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、次の2つの効果のうちあなたが選んだ1つを行う。『相手は自分のストックすべてを、山札に戻し、その山札をシャッフルし、自分の山札の上から同じ枚数をストック置場に置く。』『相手は自分の控え室のCXを1枚選び、そのカード以外の控え室のカードすべてを、山札に戻し、その山札をシャッフルする。』"
https://yuyu-tei.jp/sell/ws/card/thp/10151,THP/S130-068,R,月時計　ー ルナ・ダイアル 咲夜   （ツキドケイ　～ ルナ・ダイアル サクヤ）,キャラ,3,3500,1,赤色,2,2,"幻想郷, 紅魔館","【永】 応援 このカードの前のあなたのキャラすべてに、パワーを＋2000。
【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【起】［(2) 手札を2枚控え室に置き、このカードを【レスト】する］ 相手に2ダメージを与える。（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10152,THP/S130-069,R,U.N.オーエンは彼女なのか? フランドール   （U.N.オーエンハカノジョナノカ? フランドール）,キャラ,3,9000,1,赤色,2,2,"幻想郷, 紅魔館","【永】 他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋1000し、このカードは次の能力を得る。『【自】［(1)］ このカードがアタックした時、あなたはコストを払ってよい。そうしたら、そのアタック中、あなたはトリガーステップにトリガーチェックを2回行う。』
【自】【CXコンボ】［(1) あなたのCX置場の「禁忌「レーヴァテイン」」を1枚控え室に置く］ あなたのアンコールステップの始めに、あなたの手札が5枚以下で、他のあなたの《幻想郷》のキャラが3枚以上なら、あなたはコストを払ってよい。そうしたら、相手の後列のキャラすべてを、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10153,THP/S130-070,U,小悪魔   （コアクマ）,キャラ,0,1000,0,赤色,0,1,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラかイベントなら手札に加え、あなたは自分の手札を1枚選び、控え室に置く。（そうでないなら元に戻す）
【自】［手札の《幻想郷》のキャラを1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは1枚引く。"
https://yuyu-tei.jp/sell/ws/card/thp/10154,THP/S130-071,U,表情豊かなポーカーフェイス こころ   （ヒョウジョウユタカナポーカーフェイス ココロ）,キャラ,0,1000,0,赤色,0,1,"幻想郷, 面霊気","【永】 あなたのターン中、このカードのパワーを＋3000。
【自】 このカードがアタックした時、そのアタック中、あなたはトリガーステップにトリガーチェックを2回行う。2回行ったら、あなたは自分のストックの上から1枚を、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10155,THP/S130-072,U,非想非非想天の娘 天子   （ヒソウヒヒソウテンノムスメ テンシ）,キャラ,1,2500,1,赤色,0,1,"幻想郷, 天界","【永】 あなたのターン中、他のあなたの《幻想郷》のキャラがいるなら、このカードのパワーを＋4500。
【自】【CXコンボ】【ターン1】 このカードの与えたダメージがキャンセルされた時、あなたのCX置場に「「全人類の緋想天」」があり、あなたの手札が6枚以下で、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは自分の控え室の《幻想郷》のキャラを2枚まで選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10156,THP/S130-073,U,不羈奔放の古豪 萃香   （フキホンポウノコゴウ スイカ）,キャラ,1,5500,1,赤色,1,1,"幻想郷, 妖怪の山","【永】 あなたのキャラすべてが《幻想郷》なら、このカードは次の2つの能力を得る。『【永】 あなたのターン中、このカードのパワーを＋3000。』『【自】 アンコール ［手札のキャラを1枚控え室に置く］』
【自】 このカードのバトル相手が【リバース】した時、あなたのCX置場にトリガーアイコンがのCXがあり、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札を上から4枚まで見て、カードを1枚まで選び、手札に加え、残りのカードを控え室に置き、自分の手札を1枚選び、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10157,THP/S130-074,U,博麗神社の巫女さん 霊夢   （ハクレイジンジャノミコサン レイム）,キャラ,2,3000,1,赤色,1,1,"幻想郷, 博麗神社","【自】 他のあなたの「楽園の素敵な巫女 霊夢」の【CXコンボ】の効果で与えたダメージがキャンセルされなかった時、あなたは自分の控え室のカードを1枚選び、このカードの下にマーカーとして裏向きに置く。
【自】 あなたのアンコールステップの始めに、あなたはこのカードのマーカーすべてを、控え室に置き、それらのカードの枚数が7枚以上なら、相手に1ダメージを12回与える。（ダメージキャンセルは発生する）
【起】［他のあなたの舞台の《幻想郷》のキャラを2枚控え室に置き、このカードを【レスト】する］ あなたは2枚まで引く。"
https://yuyu-tei.jp/sell/ws/card/thp/10158,THP/S130-075,U,華人小娘 美鈴   （ホアレンシャオニャン メイリン）,キャラ,2,4000,1,赤色,1,1,"幻想郷, 紅魔館","【永】 他のあなたの《幻想郷》のキャラが4枚以上なら、このカードのパワーを＋6000。
【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは2枚引いてよい。そうしたら、あなたは自分の手札を2枚選び、控え室に置く。
【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラが4枚以上なら、あなたは自分の控え室の《幻想郷》のキャラを1枚選び、ストック置場に置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10159,THP/S130-076,U,恐ろしい波動 フランドール   （オソロシイハドウ フランドール）,キャラ,2,7500,1,赤色,2,2,"幻想郷, 紅魔館","【永】 あなたのターン中、他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋3000し、このカードは次の能力を得る。『【自】 このカードがアタックした時、あなたは自分の山札を上から1枚見て、山札の上か控え室に置く。』
【自】 アンコール ［手札の《幻想郷》のキャラを1枚控え室に置く］ （このカードが舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、このカードがいた枠に【レスト】して置く）"
https://yuyu-tei.jp/sell/ws/card/thp/10160,THP/S130-077,C,美しき緋の衣 衣玖   （ウツクシキヒノコロモ イク）,キャラ,0,500,1,赤色,0,1,"幻想郷, 竜宮の使い","【永】 あなたのターン中、他のあなたの前列の「非想非非想天の娘 天子」がいるなら、このカードのパワーを＋6000し、ソウルを＋1。
【起】［【スタンド】しているこのカードを控え室に置く］ あなたのレベルが1以上なら、あなたは自分の控え室の「非想非非想天の娘 天子」を1枚選び、このカードがいた枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10161,THP/S130-078,C,色鮮やかに虹色な門番 美鈴   （イロアザヤカニニジイロナモンバン メイリン）,キャラ,0,2000,0,赤色,0,1,"幻想郷, 紅魔館",【自】 このカードが手札から舞台に置かれた時かアタックした時、あなたは自分の山札の上から3枚を、控え室に置いてよい。
https://yuyu-tei.jp/sell/ws/card/thp/10162,THP/S130-079,C,瀟洒なメイド 咲夜   （ショウシャナメイド サクヤ）,キャラ,0,2000,0,赤色,0,1,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは他の自分の《幻想郷》のキャラを1枚選び、そのターン中、パワーを＋1000。
【自】【CXコンボ】［このカードを手札に戻し、あなたのCX置場のCXを1枚控え室に置く］ あなたのCX置場に「幻象「ルナクロック」」が置かれた時、あなたはコストを払ってよい。そうしたら、あなたは1枚引く。"
https://yuyu-tei.jp/sell/ws/card/thp/10163,THP/S130-080,C,知識と日陰の少女 パチュリー   （チシキトヒカゲノショウジョ パチュリー）,キャラ,1,4500,0,赤色,0,1,"幻想郷, 紅魔館",【自】［(1) 手札を1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から7枚まで見て、《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置き、そのターン中、このカードのパワーを＋1500。
https://yuyu-tei.jp/sell/ws/card/thp/10164,THP/S130-081,C,紅い悪魔 レミリア   （アカイアクマ レミリア）,キャラ,1,5500,1,赤色,1,1,"幻想郷, 紅魔館","【永】 他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋1500し、このカードは次の能力を得る。『【自】 このカードがアタックした時、あなたは自分の山札を上から1枚見て、山札の上か控え室に置く。』
【自】 アンコール ［手札のキャラを1枚控え室に置く］ （このカードが舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、このカードがいた枠に【レスト】して置く）"
https://yuyu-tei.jp/sell/ws/card/thp/10165,THP/S130-082,U,小鈴のコレクション   （コスズノコレクション）,イベント,3,,0,赤色,5,,,［手札の「小鈴のコレクション」を1枚控え室に置く］ あなたはコストを払ってよい。そうしたら、相手に6ダメージを2回与える。（ダメージキャンセルは発生する）
https://yuyu-tei.jp/sell/ws/card/thp/10166,THP/S130-083,CR,夢符「封魔陣」   （ユメフ「フウマジン」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10167,THP/S130-084,CR,「紅色の幻想郷」   （「アカイロノゲンソウキョウ」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10168,THP/S130-085,CR,「夢想天生」   （「ムソウテンセイ」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10169,THP/S130-086,CR,禁忌「レーヴァテイン」   （キンキ「レーヴァテイン」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10170,THP/S130-087,CR,「全人類の緋想天」   （「ゼンジンルイノヒソウテン」）,クライマックス,,,2,赤色,,,,【永】 あなたのキャラすべてに、ソウルを＋2。
https://yuyu-tei.jp/sell/ws/card/thp/10171,THP/S130-088,CR,幻象「ルナクロック」   （ゲンショウ「ルナクロック」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10172,THP/S130-089,RR,幽人の庭師 妖夢   （ユウジンノニワシ ヨウム）,キャラ,0,500,0,青色,0,1,"幻想郷, 白玉楼","【自】［手札を1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札の上から1枚を公開し、自分の控え室のレベルＸ以下のキャラを1枚選び、手札に戻す。Ｘは公開されたカードのレベルに等しい。（CXのレベルは0として扱う。公開したカードは元に戻す）
【自】 このカードがアタックした時、そのアタック中、あなたはトリガーステップにトリガーチェックを2回行う。2回行ったら、あなたは自分のストックの上から1枚を、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10173,THP/S130-090,RR,幽冥楼閣の亡霊少女 幽々子   （ユウメイロウカクノボウレイショウジョ ユユコ）,キャラ,3,10000,1,青色,2,2,"幻想郷, 白玉楼","【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】【CXコンボ】 このカードがアタックした時、CX置場に「「反魂蝶　-八分咲-」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、次の2つの効果のうちあなたが選んだ1つを行う。『あなたは自分の控え室の「半人半霊 妖夢」を1枚まで選び、舞台の好きな枠に置き、そのターン中、あなたは4回目以降のアタックができない。』『［(1) 手札を1枚控え室に置く］ あなたはコストを払ってよい。そうしたら、相手に2ダメージを与え、次の相手のターンの終わりまで、このカードのパワーを＋1000。』（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10174,THP/S130-091,R,湖上の氷精 チルノ   （コジョウノヒョウセイ チルノ）,キャラ,0,2500,0,青色,0,1,"幻想郷, 霧の湖","【永】 このカードと同じカード名のカードは、デッキに好きな枚数入れることができる。
【永】 あなたはイベントと『助太刀』を手札からプレイできない。
【永】 他のあなたの「湖上の氷精 チルノ」1枚につき、このカードのパワーを＋1000。"
https://yuyu-tei.jp/sell/ws/card/thp/10175,THP/S130-092,R,人形裁判　ー 人の形弄びし少女 アリス   （ニンギョウサイバン　～ ヒトノカタチモテアソビシショウジョ アリス）,キャラ,0,2500,0,青色,0,1,"幻想郷, 魔法の森","【永】 このカードの正面のキャラに、『【自】 アンコール ［(2)］』を与える。
【自】 相手のアタックフェイズの始めに、あなたのキャラすべてが《幻想郷》なら、あなたは自分の山札の上から1枚を、控え室に置いてよい。そのカードがレベル2以下のキャラなら、そのターン中、このカードは次の能力を得る。『【自】 このカードがフロントアタックされた時、あなたはこのカードを手札に戻してよい。』"
https://yuyu-tei.jp/sell/ws/card/thp/10176,THP/S130-093,R,広有射怪鳥事　ー Till When? 妖夢   （ヒロアリケチョウヲイルコト　～ Till When? ヨウム）,キャラ,1,4500,0,青色,0,1,"幻想郷, 白玉楼","【自】 このカードが手札から舞台に置かれた時、そのターン中、このカードのパワーを＋1500。
【自】【CXコンボ】 あなたのCX置場に「天上剣「天人の五衰」」が置かれた時、他のあなたの《幻想郷》のキャラが2枚以上なら、そのターン中、このカードは次の2つの能力を得る。『【自】［(1)］ このカードがアタックした時、あなたはコストを払ってよい。そうしたら、そのアタック中、あなたはトリガーステップにトリガーチェックを2回行う。』『【自】 このカードのアタックの終わりに、あなたは自分の山札の上から1枚を公開し、自分の控え室のレベルＸ以下のキャラを1枚選び、手札に戻す。Ｘは公開されたカードのレベルに等しい。』（CXのレベルは0として扱う。公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10177,THP/S130-094,R,幽雅に咲かせ、墨染の桜　ー Border of Life 幽々子   （ユウガニサカセ、スミゾメノサクラ　～ Border of Life ユユコ）,キャラ,1,3000,1,青色,1,1,"幻想郷, 白玉楼","【永】 応援 このカードの前のあなたの《幻想郷》のキャラすべてに、パワーを＋Ｘ。Ｘはそのキャラのレベル×500に等しい。
【自】【CXコンボ】［(1) 他のあなたの舞台のキャラを1枚控え室に置き、あなたの《幻想郷》のキャラを2枚【レスト】する］ あなたのCXフェイズ中、CX置場に「「反魂蝶　-八分咲-」」が置かれた時、あなたのレベルが2以上で、あなたのキャラすべてが《幻想郷》なら、あなたはコストを払ってよい。そうしたら、あなたは自分の手札の「幽冥楼閣の亡霊少女 幽々子」を1枚まで選び、舞台の好きな枠に置く。
【自】［手札のCXを1枚控え室に置く］ あなたのCXがトリガーした時、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室のキャラを1枚選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10178,THP/S130-095,U,依神女苑＆依神紫苑   （ヨリガミジョオン＆ヨリガミシオン）,キャラ,0,1000,0,青色,0,1,"幻想郷, 憑依","【自】 このカードが手札から舞台に置かれた時、そのターン中、このカードのパワーを＋Ｘ。Ｘはあなたの《幻想郷》のキャラの枚数×1000に等しい。
【自】［(1)］ あなたのトリガーアイコンがのCXがトリガーした時、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは自分の山札の上から1枚を、ストック置場に置き、1枚まで引く。1枚引いたなら、あなたは自分の手札を1枚選び、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10179,THP/S130-096,U,大妖精   （ダイヨウセイ）,キャラ,0,1500,0,青色,0,1,"幻想郷, 霧の湖","【起】［(1) このカードを控え室に置く］ あなたは自分の山札を見て「湖上の氷精 チルノ」を2枚まで選び、舞台の別々の枠に置き、その山札をシャッフルする。
【起】 集中 ［(1) あなたのキャラを2枚【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのCX1枚につき、あなたは自分の山札を見て《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。"
